fi,20903
en,8932
ru,3686
sv,1252
es,512
de,460
it,382
ja,380
pt,321
fr,282
et,215
ko,194
zh,172
tr,119
ar,101
no,85
th,80
nl,79
da,63
uk,53
pl,53
hu,44
lv,36
cs,29
vi,29
eo,27
ca,25
id,24
la,23
he,19
fa,18
lt,15
el,13
nds,11
