fi,24224
en,12034
ru,5130
sv,1282
es,698
ja,607
it,535
de,477
pt,428
fr,347
ko,336
zh,300
et,187
tr,157
ar,110
da,109
nl,106
th,99
no,91
pl,67
hu,46
lv,45
cs,45
ca,43
uk,38
id,38
vi,35
he,23
fa,22
eo,22
la,21
is,20
lt,17
el,17
ceb,17
nds,13
sr,11
