fi,23936
en,12034
ru,5124
sv,1322
es,696
ja,592
de,554
it,534
pt,456
fr,376
ko,338
zh,305
et,209
tr,154
nl,141
no,127
ar,114
da,104
th,101
pl,74
hu,51
ca,49
cs,44
lv,43
uk,39
id,38
vi,35
eo,32
la,31
he,23
lt,23
is,21
fa,20
el,18
ceb,16
nds,13
hr,11
